Date,Region,Product,Customers,Revenue,Operating_Cost,Marketing_Cost,Profit
2022-06-29,West,Investment,322,197001,37202,3338,156461
2022-09-17,West,Mortgage,259,116266,60790,8208,47268
2024-10-25,East,Mortgage,166,184370,84290,7486,92594
2022-10-24,East,Investment,153,138835,29119,18503,91213
2023-09-12,North,Insurance,126,164588,22530,12258,129800
2024-05-04,North,Loan,364,39086,20420,7552,11114
2022-12-26,South,Loan,60,78921,15842,16536,46543
2022-04-27,East,Investment,430,181123,48237,8925,123961
2022-12-23,North,Loan,100,21631,21495,11282,-11146
2024-08-14,East,Credit Card,56,175301,68121,10307,96873
2023-03-15,West,Loan,460,143775,80237,16330,47208
2023-06-06,South,Mortgage,492,111468,17560,19088,74820
2022-07-18,East,Investment,86,70771,87054,18708,-34991
2024-12-09,East,Credit Card,310,134480,75621,16419,42440
2023-11-01,East,Loan,111,169326,63342,19453,86531
2024-11-19,East,Mortgage,249,186086,83773,9209,93104
2022-01-31,North,Insurance,379,160726,12083,14999,133644
2024-10-04,North,Loan,139,112074,54275,10380,47419
2022-11-29,South,Mortgage,128,140881,26372,3054,111455
2023-10-22,West,Mortgage,104,136051,84778,3465,47808
2022-06-26,West,Mortgage,449,131227,67934,9134,54159
2023-01-05,South,Mortgage,270,23602,56482,19028,-51908
2023-07-01,West,Insurance,141,61818,87450,6165,-31797
2023-06-19,North,Investment,123,113329,34607,16857,61865
2022-04-07,East,Mortgage,105,47184,21923,13365,11896
2022-08-18,West,Investment,281,98760,76107,14008,8645
2022-08-15,East,Insurance,228,133038,17235,14718,101085
2023-01-06,East,Insurance,479,118679,83744,8479,26456
2022-02-24,North,Credit Card,110,167478,25936,2055,139487
2023-02-28,East,Credit Card,409,82539,38856,8381,35302
2022-11-11,West,Mortgage,166,88208,20833,12035,55340
2022-02-01,North,Investment,127,98106,43846,18445,35815
2022-04-03,South,Insurance,285,184869,57592,14395,112882
2023-06-03,North,Loan,82,122679,74691,6265,41723
2024-05-02,West,Credit Card,104,167848,23330,2174,142344
2024-01-22,North,Credit Card,292,121821,42898,9972,68951
2023-02-20,West,Loan,323,111205,28929,17900,64376
2023-07-11,West,Investment,445,144377,17452,6867,120058
2023-01-01,North,Investment,123,108044,47508,4638,55898
2023-08-22,West,Investment,70,125805,21327,17004,87474
2022-11-27,South,Mortgage,402,94211,71918,16448,5845
2023-11-20,West,Mortgage,250,194889,40496,16122,138271
2022-01-11,South,Loan,203,155995,17481,12324,126190
2024-03-28,South,Insurance,303,114034,52301,8694,53039
2023-02-23,West,Loan,256,46799,22759,3930,20110
2024-06-29,East,Insurance,198,69079,54766,13103,1210
2022-12-14,South,Loan,455,119947,29999,11370,78578
2024-08-15,South,Mortgage,232,106752,30474,10991,65287
2023-02-16,North,Investment,351,22229,45624,3152,-26547
2022-06-02,South,Credit Card,346,55237,15880,4743,34614
2022-04-02,South,Loan,310,133298,84381,2517,46400
2022-11-27,South,Loan,93,59364,63594,8328,-12558
2024-08-12,South,Credit Card,193,36966,38117,16942,-18093
2024-08-27,East,Loan,293,122423,15413,16349,90661
2023-07-08,South,Investment,468,184712,17656,19354,147702
2024-07-18,West,Credit Card,54,83989,62761,13965,7263
2022-07-13,East,Credit Card,111,186223,22337,11813,152073
2023-06-14,South,Investment,395,44548,11118,14029,19401
2024-04-24,West,Investment,75,122025,22506,6739,92780
2023-10-01,West,Credit Card,366,46068,63900,15821,-33653
2023-04-23,East,Investment,484,147982,65007,8453,74522
2023-04-25,East,Investment,374,132526,42743,9868,79915
2022-10-15,West,Investment,233,33887,44668,13184,-23965
2023-11-29,East,Credit Card,355,196268,43850,5497,146921
2023-11-26,East,Loan,430,132627,87583,2433,42611
2023-06-24,North,Insurance,85,64278,30167,18610,15501
2022-11-26,East,Credit Card,457,21094,61793,18439,-59138
2023-04-15,North,Insurance,79,138695,36458,17459,84778
2024-04-28,East,Investment,118,90023,28184,2289,59550
2023-06-18,East,Investment,281,165386,54123,17854,93409
2023-04-12,West,Loan,225,71447,29733,9909,31805
2024-09-03,North,Investment,327,193160,83525,15992,93643
2023-02-24,East,Insurance,82,166341,80549,16549,69243
2024-02-01,South,Credit Card,118,41555,19200,8953,13402
2024-10-02,East,Credit Card,401,169761,68381,19217,82163
2024-06-09,West,Loan,304,173060,56017,11381,105662
2022-11-04,West,Insurance,99,110517,59585,7559,43373
2024-07-12,West,Investment,72,106901,53744,13655,39502
2022-11-30,North,Mortgage,303,112166,38911,9644,63611
2024-08-11,North,Loan,443,97497,65696,9590,22211
2024-10-18,North,Loan,213,26769,62462,9087,-44780
2024-02-28,South,Mortgage,419,60641,62715,13921,-15995
2024-04-11,North,Credit Card,322,54870,39200,13986,1684
2024-04-23,West,Credit Card,230,51348,86808,19437,-54897
2022-09-07,North,Credit Card,396,23852,26767,9644,-12559
2022-07-03,North,Mortgage,299,145826,67611,7425,70790
2024-03-09,East,Investment,286,104824,56713,9586,38525
2022-07-05,North,Investment,441,152525,87676,7421,57428
2024-12-28,East,Insurance,281,146561,85073,9977,51511
2024-04-17,North,Insurance,477,71586,54580,10116,6890
2023-09-19,East,Credit Card,494,51912,58948,18556,-25592
2024-05-08,West,Mortgage,171,62140,42424,2458,17258
2022-01-08,North,Loan,291,184626,49757,12152,122717
2024-02-22,West,Investment,183,35195,24595,11616,-1016
2024-02-14,North,Mortgage,120,144718,33431,2778,108509
2024-10-03,South,Insurance,395,158330,80214,15950,62166
2023-11-08,South,Investment,470,185613,71968,17980,95665
2022-07-30,West,Investment,359,38426,54949,13145,-29668
2023-05-05,West,Mortgage,328,78968,50037,2791,26140
2023-10-01,South,Insurance,268,195604,21481,10160,163963
2022-07-10,South,Mortgage,234,165578,32407,16074,117097
2023-11-02,East,Loan,356,35959,46135,13063,-23239
2024-04-22,North,Investment,363,171698,54135,16660,100903
2022-12-01,South,Mortgage,452,185465,88980,19047,77438
2023-08-02,West,Mortgage,460,37730,82763,17531,-62564
2022-03-03,West,Loan,266,160378,38794,10011,111573
2023-01-22,South,Mortgage,330,20013,52331,18056,-50374
2022-06-02,West,Investment,454,45747,38284,18358,-10895
2023-09-11,North,Credit Card,428,185666,75000,11963,98703
2023-11-29,East,Credit Card,330,48118,34229,18675,-4786
2022-06-27,North,Insurance,174,49055,37586,15278,-3809
2024-04-26,East,Loan,228,107427,57135,12001,38291
2023-05-02,East,Insurance,376,22561,22461,14895,-14795
2023-05-15,South,Credit Card,84,162913,44654,10513,107746
2023-06-25,West,Loan,119,54670,85244,17292,-47866
2022-01-13,East,Mortgage,409,31350,17704,11613,2033
2022-05-31,South,Mortgage,227,61364,62031,8003,-8670
2024-12-09,West,Investment,448,147220,26544,12889,107787
2024-09-17,West,Credit Card,457,74872,86590,11014,-22732
2023-10-06,East,Mortgage,98,70010,18516,18603,32891
2023-01-07,West,Loan,117,34387,59789,12877,-38279
2022-09-09,North,Mortgage,56,117994,12042,2757,103195
2022-02-22,West,Insurance,143,194029,70953,11767,111309
2022-07-12,North,Insurance,433,167664,56654,15985,95025
2023-08-14,West,Insurance,130,66965,33993,3342,29630
2024-12-16,East,Insurance,487,136878,59236,6968,70674
2022-04-07,East,Insurance,299,126413,80320,2686,43407
2022-07-17,South,Investment,87,87358,75472,19116,-7230
2022-05-27,North,Insurance,399,158813,72778,2172,83863
2023-12-24,North,Investment,94,86081,40141,9075,36865
2023-11-15,East,Investment,408,149656,42707,13912,93037
2024-11-01,East,Mortgage,186,164427,49150,10942,104335
2022-11-29,East,Loan,360,150750,54078,19034,77638
2023-05-27,North,Insurance,357,141164,72741,18468,49955
2022-06-21,South,Loan,416,167702,44255,14311,109136
2023-07-18,North,Credit Card,354,79921,46204,7858,25859
2023-05-27,East,Investment,278,77808,27087,15794,34927
2022-04-15,South,Credit Card,232,190284,30653,8460,151171
2023-11-05,West,Investment,375,151691,17098,7358,127235
2024-03-17,West,Insurance,253,178683,41391,6884,130408
2024-11-30,East,Credit Card,160,46991,74353,5015,-32377
2024-06-07,South,Mortgage,436,94957,43492,7340,44125
2024-05-25,East,Credit Card,117,94084,42858,6340,44886
2023-11-08,North,Investment,406,186218,28153,18768,139297
2022-11-17,North,Investment,87,72503,68690,18836,-15023
2022-12-01,South,Loan,247,53652,65722,11292,-23362
2022-09-21,East,Credit Card,354,49172,46972,5519,-3319
2024-05-14,East,Mortgage,141,29950,80332,9385,-59767
2022-12-18,West,Insurance,313,164103,14780,7323,142000
2023-11-07,South,Loan,292,95185,18872,15940,60373
2024-07-07,East,Credit Card,165,102470,11291,16395,74784
2022-01-05,North,Loan,144,28391,61837,2496,-35942
2022-02-03,East,Credit Card,262,111502,19974,11726,79802
2022-12-17,East,Insurance,295,180082,37127,9752,133203
2023-08-06,North,Insurance,222,139462,61471,9039,68952
2023-04-10,North,Mortgage,334,126772,49834,16161,60777
2022-12-14,East,Loan,128,36437,83965,16854,-64382
2022-05-05,North,Mortgage,482,85699,71846,18178,-4325
2022-12-23,West,Credit Card,329,125102,59056,9649,56397
2023-06-11,West,Insurance,198,164769,59455,3935,101379
2023-05-13,West,Insurance,418,145003,60778,6536,77689
2022-02-22,North,Investment,328,39173,26087,11051,2035
2022-05-29,North,Investment,400,36197,40134,7909,-11846
2023-05-18,North,Mortgage,275,122821,44021,18822,59978
2024-05-19,South,Loan,461,94713,26026,16113,52574
2022-08-07,North,Credit Card,465,96916,69694,17246,9976
2023-03-28,West,Mortgage,455,58127,19118,5855,33154
2022-03-24,West,Insurance,495,68982,77534,11887,-20439
2024-01-08,West,Insurance,372,51225,19634,15738,15853
2023-06-11,South,Insurance,167,149792,23207,16935,109650
2023-02-08,East,Credit Card,122,37464,58272,14136,-34944
2022-10-17,West,Mortgage,55,123452,17296,19878,86278
2023-02-24,South,Credit Card,370,34769,70179,9352,-44762
2022-12-05,East,Insurance,71,120569,49620,9205,61744
2024-02-16,South,Investment,228,41025,71119,4070,-34164
2023-12-12,South,Mortgage,245,144914,76396,2985,65533
2024-09-13,East,Investment,158,159729,52238,19443,88048
2024-08-16,North,Mortgage,421,57367,73028,10625,-26286
2023-11-17,North,Insurance,234,83875,26864,17244,39767
2024-11-25,West,Investment,104,58429,56700,7485,-5756
2023-01-08,East,Investment,278,177022,24757,11091,141174
2024-09-20,West,Mortgage,475,118193,35436,14067,68690
2023-06-15,South,Investment,485,124415,67451,3747,53217
2024-07-12,North,Investment,494,49212,81356,17836,-49980
2022-01-23,West,Insurance,68,25515,72431,7070,-53986
2022-04-14,West,Mortgage,413,79150,25640,15181,38329
2022-08-29,North,Mortgage,434,182274,69420,16645,96209
2024-10-01,South,Loan,474,182100,77698,6155,98247
2024-06-21,West,Mortgage,496,28610,59698,4701,-35789
2024-03-24,West,Insurance,265,34570,21054,17675,-4159
2023-10-17,East,Investment,97,168915,36552,3600,128763
2024-02-22,East,Loan,209,171988,33199,5998,132791
2022-11-03,North,Investment,483,157101,45454,15280,96367
2022-01-08,North,Mortgage,447,42673,63037,13365,-33729
2024-12-28,South,Credit Card,322,169669,66867,16039,86763
2023-07-29,South,Investment,145,69749,61270,16566,-8087
2024-12-27,West,Mortgage,79,52310,18585,5477,28248
2024-06-30,East,Insurance,170,130402,36413,19532,74457
2023-06-02,South,Mortgage,416,101460,53616,9638,38206
2024-11-20,West,Loan,484,130541,14633,5009,110899
2023-04-28,West,Credit Card,403,110557,56255,17870,36432
2022-07-26,North,Credit Card,239,73901,59327,8600,5974
2023-10-31,East,Credit Card,201,151118,47533,13633,89952
2023-08-02,West,Insurance,425,115326,14319,2216,98791
2023-01-22,North,Credit Card,304,97656,81873,15518,265
2023-02-16,West,Investment,240,46088,84039,10663,-48614
2024-06-09,East,Insurance,191,175346,15405,17975,141966
2024-06-24,West,Mortgage,295,21286,42493,5527,-26734
2024-08-20,West,Loan,83,183248,80872,7850,94526
2024-08-22,South,Insurance,236,71853,89264,3964,-21375
2022-05-20,South,Loan,416,193980,35769,8501,149710
2022-10-27,North,Insurance,498,184782,43285,17014,124483
2024-11-02,West,Mortgage,135,194733,51175,4396,139162
2023-10-26,North,Loan,210,82422,12599,7885,61938
2024-04-04,East,Insurance,413,197842,37319,4308,156215
2023-02-04,North,Loan,167,169746,31071,6433,132242
2024-09-18,West,Credit Card,160,179373,52768,7721,118884
2022-05-29,South,Credit Card,107,131446,43895,9990,77561
2022-11-03,South,Credit Card,67,123756,20747,11978,91031
2024-12-19,North,Investment,416,104579,28745,2769,73065
2023-03-11,South,Credit Card,408,37515,36557,13516,-12558
2022-01-21,West,Credit Card,189,87904,33497,7208,47199
2024-05-24,West,Mortgage,243,141636,49733,10633,81270
2023-01-17,East,Loan,179,180217,24344,8835,147038
2022-09-02,South,Loan,261,145635,82498,16539,46598
2023-11-29,South,Credit Card,333,94194,35225,11230,47739
2023-08-13,East,Loan,169,101299,72000,5629,23670
2023-01-25,North,Insurance,428,24057,18456,18766,-13165
2023-07-22,East,Credit Card,91,34559,21437,9565,3557
2022-09-16,South,Credit Card,52,171490,62093,18621,90776
2023-03-02,North,Investment,481,29670,71119,2837,-44286
2024-10-26,West,Insurance,278,122687,13810,2071,106806
2022-01-06,West,Credit Card,278,156644,44842,15091,96711
2022-07-10,East,Credit Card,392,143220,54115,4359,84746
2022-05-28,West,Loan,190,34493,62818,13915,-42240
2023-02-09,South,Credit Card,106,118963,62529,11156,45278
2022-09-15,East,Credit Card,265,151257,21304,14299,115654
2023-12-31,South,Credit Card,180,136764,25715,17857,93192
2022-03-31,South,Credit Card,163,131488,41205,14837,75446
2024-04-03,North,Investment,240,85496,82756,9717,-6977
2022-01-10,North,Insurance,292,89370,19484,11039,58847
2024-04-17,North,Investment,343,28724,80425,4404,-56105
2024-09-14,West,Loan,364,174512,36223,17405,120884
2023-09-17,North,Mortgage,77,191099,19817,14111,157171
2022-01-30,South,Credit Card,75,42699,65351,15892,-38544
2022-05-08,East,Loan,133,45697,38500,8087,-890
2023-02-25,East,Mortgage,396,76574,18380,7880,50314
2024-12-14,South,Credit Card,370,72245,79041,16554,-23350
2022-11-01,West,Credit Card,379,78488,78756,8220,-8488
2023-06-30,East,Mortgage,251,77554,63984,15538,-1968
2022-01-22,South,Investment,110,72925,27087,9213,36625
2023-01-26,South,Mortgage,234,88399,25793,14669,47937
2023-09-09,South,Mortgage,295,104353,19601,5974,78778
2022-05-29,East,Insurance,50,180644,76375,8089,96180
2022-10-26,East,Credit Card,465,142139,28949,5702,107488
2022-06-21,North,Credit Card,292,71075,76069,11078,-16072
2022-02-16,North,Investment,81,162388,22760,19893,119735
2023-09-18,South,Investment,284,87020,58813,9220,18987
2022-07-26,South,Insurance,460,38309,55662,14429,-31782
2023-03-29,South,Insurance,446,193911,89778,18420,85713
2024-07-13,South,Insurance,66,21331,11341,8668,1322
2024-01-24,East,Investment,461,35895,69972,17848,-51925
2023-12-09,North,Mortgage,138,141021,37192,3696,100133
2024-10-05,West,Credit Card,101,51957,13537,2356,36064
2023-11-07,South,Credit Card,419,93111,33413,2915,56783
2024-05-04,North,Loan,213,152715,43440,9552,99723
2024-02-22,South,Investment,352,190699,13079,12738,164882
2023-11-15,East,Investment,499,82739,44151,16546,22042
2024-08-20,West,Insurance,465,107017,66951,16807,23259
2024-05-13,North,Loan,81,180801,65612,10380,104809
2022-06-17,North,Loan,247,107822,41111,17605,49106
2022-03-27,West,Investment,400,149842,45055,2503,102284
2024-04-28,East,Insurance,428,46868,76164,2239,-31535
2024-12-10,West,Credit Card,488,56478,17477,13774,25227
2023-03-18,North,Insurance,250,66388,41618,9463,15307
2022-09-28,West,Credit Card,156,177325,74288,7113,95924
2022-12-10,East,Investment,433,134080,42478,15346,76256
2023-05-18,East,Insurance,385,26193,34731,2235,-10773
2024-10-30,South,Loan,394,126734,45612,17271,63851
2023-05-09,West,Mortgage,345,125706,53100,18534,54072
2022-09-01,West,Loan,77,20318,46028,7607,-33317
2022-09-24,North,Credit Card,386,94289,78851,13532,1906
2024-06-11,East,Investment,336,105333,13783,16897,74653
2022-07-20,West,Insurance,168,42769,33254,11324,-1809
2022-08-27,North,Investment,392,66555,69110,8221,-10776
2024-07-03,South,Investment,80,64998,77534,4023,-16559
2024-08-26,West,Credit Card,203,170115,66024,16332,87759
2023-04-29,West,Investment,309,166430,45824,18947,101659
2022-09-03,North,Insurance,156,185347,85695,10545,89107
2024-10-28,North,Loan,300,59857,54703,4267,887
2022-06-01,East,Investment,412,153092,88701,9845,54546
2022-07-30,East,Insurance,156,84738,68533,16924,-719
2023-01-02,East,Insurance,491,179903,38724,12597,128582
2024-08-01,West,Credit Card,166,158450,59294,19092,80064
2022-03-27,North,Investment,294,142580,71305,15135,56140
2024-12-14,East,Credit Card,128,70756,36416,14958,19382
2023-03-22,West,Loan,278,29876,38358,19282,-27764
2023-09-12,East,Loan,72,95007,49615,4884,40508
2022-10-31,South,Insurance,246,32343,88994,11953,-68604
2022-05-12,West,Investment,410,72051,66612,13409,-7970
2024-06-22,East,Insurance,237,119172,55187,2451,61534
2024-09-14,East,Investment,476,83418,33110,17005,33303
2022-02-16,South,Credit Card,266,23013,52892,4483,-34362
2024-01-27,South,Loan,296,39694,29646,7117,2931
2023-11-21,East,Loan,203,194295,24582,7342,162371
2024-11-13,East,Credit Card,244,69297,54092,13576,1629
2023-11-18,North,Mortgage,165,91163,65715,6781,18667
2024-02-25,East,Mortgage,245,54588,30743,11022,12823
2022-12-06,East,Mortgage,104,108187,71210,11084,25893
2023-02-16,North,Investment,224,150315,31999,12297,106019
2022-10-13,North,Credit Card,492,127100,57001,10253,59846
2024-04-29,East,Investment,193,108252,76604,7126,24522
2023-03-06,North,Investment,363,169003,32441,9886,126676
2022-01-31,West,Credit Card,412,158045,79901,9954,68190
2023-08-26,South,Investment,266,55540,28281,6370,20889
2023-03-16,West,Credit Card,306,48219,19708,14368,14143
2024-09-11,South,Mortgage,176,62779,74071,3484,-14776
2023-02-16,South,Mortgage,222,92511,55619,16520,20372
2023-06-12,East,Investment,143,63614,28372,5476,29766
2022-11-06,South,Loan,439,142862,31172,13882,97808
2024-08-06,West,Credit Card,268,63079,63042,7888,-7851
2023-11-05,East,Insurance,101,147597,84881,8993,53723
2023-03-13,North,Insurance,68,61905,52543,2279,7083
2023-12-05,West,Investment,407,127801,82624,18326,26851
2023-10-25,East,Loan,286,82887,74186,13162,-4461
2022-12-31,South,Credit Card,220,124886,85912,15122,23852
2024-07-11,West,Mortgage,324,113807,57718,4676,51413
2022-04-23,South,Investment,344,175806,75537,5500,94769
2022-06-25,East,Credit Card,413,64754,79706,10888,-25840
2024-07-24,East,Credit Card,209,107933,28189,11087,68657
2023-01-17,North,Credit Card,289,109604,21247,15696,72661
2022-11-02,North,Loan,114,167084,81931,8187,76966
2023-08-25,West,Credit Card,266,108977,83006,19004,6967
